"","X","Plate","Measure","Row","Col.5","Col.6","Col.7","Blank","Date","ID","Block","Sex","Diet","DOB","Treatment","Weight","Fat.Scores.Dorsal","Fat.Scores.Pelvic","days.since.1st.trt","days.since.2nd.trt","trt.history","1st.trt","2nd.trt","blank.avg","blank.sd","cutoff.new","age.lab","Env","grid","age.wild","repro","body.length.mm","ticks.total","fleas","mites","Testes","H.poly","Pinworms","Cestode","repro.bin","Col.5.bcen","Col.6.bcen","Col.7.bcen","Col.5.avg","Col.6.avg","Col.7.avg","OD.avg","days.since.1st.D.inj","Plate.Env","trt.history2"
"143",143,18,1,"G",2.59,2.005,1.397,0.069,"2018-06-04",1,1,"M","Low","2018-01-20","SC",21.5,NA,NA,35,14,"DA","D","A",0.075375,0.00526273964503552,0.0911632189351066,135,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.514625,1.929625,1.321625,2.4205,1.9075,1.34,1.88933333333333,35,"18Lab","DA"
"144",144,18,1,"H",0.068,0.068,0.068,0.085,"2018-05-19",62,2,"F","Low","2018-02-18","PC",15.5,2,4,17,NA,"A","A","",0.075375,0.00526273964503552,0.0911632189351066,90,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00737499999999999,-0.00737499999999999,-0.00737499999999999,-0.003,-0.00699999999999999,0.00250000000000001,-0.00249999999999999,NA,"18Lab","A"
"145",145,19,1,"A",1.739,1.136,0.675,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.120375,0.0115007763713089,0.154877329113927,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.618625,1.015625,0.554625,1.5985625,0.9815625,0.5715625,1.0505625,NA,"19Lab",NA
"146",146,19,1,"B",1.696,1.08,0.688,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.120375,0.0115007763713089,0.154877329113927,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.575625,0.959625,0.567625,1.5815625,0.9775625,0.5755625,1.04489583333333,NA,"19Lab",NA
"147",147,19,1,"C",1.637,1.166,0.723,0.114,"2018-05-14",26,1,"F","Low","2018-02-19","ST",17.5,3,4,14,NA,"D","D","",0.120375,0.0115007763713089,0.154877329113927,84,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.516625,1.045625,0.602625,1.5130625,1.0235625,0.6295625,1.05539583333333,14,"19Lab","D"
"148",148,19,1,"D",1.56,1.077,0.661,0.118,"2018-05-17",6,1,"M","Low","2018-03-07","SC",23.5,4,4,17,NA,"D","D","",0.120375,0.0115007763713089,0.154877329113927,71,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.439625,0.956625,0.540625,1.4240625,0.9390625,0.5460625,0.969729166666667,17,"19Lab","D"
"149",149,19,1,"E",0.09,0.082,0.096,0.116,"2018-05-24",56,2,"F","Low","2018-02-24","PC",15.5,3,4,22,1,"AD","A","D",0.120375,0.0115007763713089,0.154877329113927,89,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.030375,-0.038375,-0.024375,-0.0134375,-0.0209375,-0.0124375,-0.0156041666666667,1,"19Lab","A"
"150",150,19,1,"F",2.678,2.131,1.537,0.127,"2018-05-24",68,2,"F","High","2018-02-23","SC",22,3,4,22,1,"DA","D","A",0.120375,0.0115007763713089,0.154877329113927,90,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.557625,2.010625,1.416625,2.4355625,2.0540625,1.4440625,1.97789583333333,22,"19Lab","D"
"151",151,19,1,"G",1.554,1.047,0.648,0.112,"2018-06-06",60,2,"F","Low","2018-02-18","PC",17,NA,NA,35,14,"AD","A","D",0.120375,0.0115007763713089,0.154877329113927,108,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.433625,0.926625,0.527625,1.4295625,0.9445625,0.5525625,0.9755625,14,"19Lab","AD"
"152",152,19,1,"H",3.294,3.015,3.037,0.146,"2018-06-06",38,2,"M","Low","2018-02-19","ST",29,NA,NA,35,14,"DD","D","D",0.120375,0.0115007763713089,0.154877329113927,107,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.173625,2.894625,2.916625,3.1805625,2.9045625,2.8560625,2.98039583333333,35,"19Lab","DD"
"153",153,20,1,"A",1.572,1.034,0.669,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12075,0.0537421090553235,0.281976327165971,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45125,0.91325,0.54825,1.4588125,0.9088125,0.5373125,0.9683125,NA,"20Lab",NA
"154",154,20,1,"B",1.666,1.086,0.66,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12075,0.0537421090553235,0.281976327165971,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54525,0.96525,0.53925,1.4968125,0.9588125,0.5413125,0.998979166666667,NA,"20Lab",NA
"155",155,20,1,"C",0.065,0.091,0.075,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12075,0.0537421090553235,0.281976327165971,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05575,-0.02975,-0.04575,-0.0396875,-0.0321875,-0.0341875,-0.0353541666666667,NA,"20Lab",NA
"156",156,20,1,"D",1.426,0.996,0.65,0.094,"2018-05-19",67,2,"F","High","2018-02-23","ST",26,4,5,17,NA,"D","D","",0.12075,0.0537421090553235,0.281976327165971,85,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30525,0.87525,0.52925,1.3173125,0.8763125,0.5128125,0.902145833333333,17,"20Lab","D"
"157",157,20,1,"E",0.687,0.428,0.266,0.089,"2018-05-24",52,2,"M","High","2018-01-21","SC",34.5,5,5,22,1,"DA","D","A",0.12075,0.0537421090553235,0.281976327165971,123,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56625,0.30725,0.14525,0.5828125,0.3243125,0.1563125,0.354479166666667,22,"20Lab","D"
"158",158,20,1,"F",2.303,1.998,1.46,0.09,"2018-05-24",50,2,"M","High","2018-02-18","SC",26,3,4,22,1,"DA","D","A",0.12075,0.0537421090553235,0.281976327165971,95,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18225,1.87725,1.33925,2.2148125,1.9033125,1.3458125,1.8213125,22,"20Lab","D"
"159",159,20,1,"G",0.077,0.085,0.073,0.11,"2018-05-22",25,1,"F","Low","2018-02-19","PC",20,3,4,22,1,"AD","A","D",0.12075,0.0537421090553235,0.281976327165971,92,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04375,-0.03575,-0.04775,-0.0316875,-0.0151875,-0.0311875,-0.0260208333333333,1,"20Lab","A"
"160",160,20,1,"H",2.939,2.833,2.646,0.11,"2018-06-04",19,1,"F","Low","2018-01-20","SC",20,NA,NA,35,14,"DA","D","A",0.12075,0.0537421090553235,0.281976327165971,135,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81825,2.71225,2.52525,2.7738125,2.6903125,2.4783125,2.64747916666667,35,"20Lab","DA"
"161",161,21,1,"A",1.522,0.998,0.604,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0935,0.00723088613419643,0.115192658402589,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4285,0.9045,0.5105,1.45275,0.90175,0.53325,0.962583333333333,NA,"21Lab",NA
"162",162,21,1,"B",1.429,0.933,0.585,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0935,0.00723088613419643,0.115192658402589,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3355,0.8395,0.4915,1.34375,0.84325,0.49825,0.895083333333333,NA,"21Lab",NA
"163",163,21,1,"C",0.752,0.458,0.288,0.09,"2018-05-16",70,2,"F","High","2018-02-18","ST",18.5,3,4,14,NA,"D","D","",0.0935,0.00723088613419643,0.115192658402589,87,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6585,0.3645,0.1945,0.66975,0.36475,0.20375,0.41275,14,"21Lab","D"
"164",164,21,1,"D",2.769,2.62,2.173,0.097,"2018-05-24",57,2,"F","Low","2018-02-24","SC",17,3,4,22,1,"DA","D","A",0.0935,0.00723088613419643,0.115192658402589,89,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6755,2.5265,2.0795,2.67475,2.55625,2.13375,2.45491666666667,22,"21Lab","D"
"165",165,21,1,"E",2.793,2.58,2.067,0.085,"2018-06-06",48,2,"M","High","2018-02-27","ST",26,NA,NA,35,14,"DD","D","D",0.0935,0.00723088613419643,0.115192658402589,99,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6995,2.4865,1.9735,2.77125,2.49075,2.01875,2.42691666666667,35,"21Lab","DD"
"166",166,21,1,"F",0.069,0.086,0.077,0.091,"2018-05-24",45,2,"M","Low","2018-03-07","PC",NA,NA,NA,22,1,"AD","A","D",0.0935,0.00723088613419643,0.115192658402589,78,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0245,-0.00750000000000001,-0.0165,-0.01675,-0.01875,-0.00575000000000001,-0.01375,1,"21Lab","A"
"167",167,21,1,"G",0.066,0.067,0.076,0.084,"2018-05-22",36,1,"F","High","2018-02-18","PC",17,3,4,22,1,"AD","A","D",0.0935,0.00723088613419643,0.115192658402589,93,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0275,-0.0265,-0.0175,-0.01725,-0.01725,-0.00825000000000001,-0.01425,1,"21Lab","A"
"168",168,21,1,"H",1.028,0.699,0.436,0.096,"2018-06-04",13,1,"M","High","2018-03-07","PC",34,NA,NA,35,14,"AD","A","D",0.0935,0.00723088613419643,0.115192658402589,89,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9345,0.6055,0.3425,0.97775,0.61675,0.35025,0.64825,14,"21Lab","AD"
"169",169,22,1,"A",2.035,1.509,1.058,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659375,0.0403057510961968,0.780292253288591,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.375625,0.849625,0.398625,1.3736875,0.8261875,0.4006875,0.866854166666667,NA,"22Lab",NA
"170",170,22,1,"B",2.215,1.688,1.318,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659375,0.0403057510961968,0.780292253288591,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.555625,1.028625,0.658625,1.5531875,0.9886875,0.6261875,1.05602083333333,NA,"22Lab",NA
"171",171,22,1,"C",1.59,1.189,0.977,0.695,"2018-05-14",15,1,"M","High","2018-01-20","SC",26.5,3,4,14,NA,"D","D","",0.659375,0.0403057510961968,0.780292253288591,114,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.930625,0.529625,0.317625,0.9186875,0.4891875,0.3166875,0.574854166666667,14,"22Lab","D"
"172",172,22,1,"D",3.03,2.956,2.543,0.68,"2018-06-04",29,1,"F","High","2018-02-21","SC",29,NA,NA,35,14,"DA","D","A",0.659375,0.0403057510961968,0.780292253288591,103,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.370625,2.296625,1.883625,2.4096875,2.2216875,1.8921875,2.17452083333333,35,"22Lab","DA"
"173",173,22,1,"E",0.58,0.631,0.581,0.58,"2018-05-14",28,1,"F","High","2018-02-19","PC",15.5,2,3,14,NA,"A","A","",0.659375,0.0403057510961968,0.780292253288591,84,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0793750000000001,-0.028375,-0.0783750000000001,-0.0743125,-0.0458125,-0.0708125000000001,-0.0636458333333334,NA,"22Lab","A"
"174",174,22,1,"F",1.453,1.102,0.886,0.664,"2018-05-17",16,1,"M","High","2018-01-29","SC",21.5,3,4,17,NA,"D","D","",0.659375,0.0403057510961968,0.780292253288591,108,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793625,0.442625,0.226625,0.7961875,0.4446875,0.2346875,0.491854166666667,17,"22Lab","D"
"175",175,22,1,"G",2.488,1.994,1.598,0.681,"2018-05-24",67,2,"F","High","2018-02-23","ST",29.5,4,5,22,1,"DD","D","D",0.659375,0.0403057510961968,0.780292253288591,90,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.828625,1.334625,0.938625,1.8546875,1.3521875,0.9441875,1.3836875,22,"22Lab","D"
"176",176,22,1,"H",0.66,0.644,0.675,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659375,0.0403057510961968,0.780292253288591,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000624999999999987,-0.015375,0.015625,0.00818750000000001,0.0116875,0.0256875,0.0151875,NA,"22Lab",NA
"177",177,23,1,"A",2.156,1.575,1.056,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4355,0.13659428977816,0.845282869334481,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7205,1.1395,0.6205,1.6716875,1.0636875,0.6376875,1.12435416666667,NA,"23Lab",NA
"178",178,23,1,"B",1.934,1.444,1.044,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4355,0.13659428977816,0.845282869334481,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4985,1.0085,0.6085,1.4951875,1.0086875,0.6236875,1.04252083333333,NA,"23Lab",NA
"179",179,23,1,"C",2.086,1.694,1.164,0.415,"2018-06-06",66,2,"F","High","2018-02-23","PC",22.5,NA,NA,35,14,"AD","A","D",0.4355,0.13659428977816,0.845282869334481,103,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6505,1.2585,0.7285,1.6591875,1.2251875,0.7356875,1.2066875,14,"23Lab","AD"
"180",180,23,1,"D",2.744,2.223,1.542,0.353,"2018-05-17",19,1,"F","Low","2018-01-20","SC",18.5,3,3,17,NA,"D","D","",0.4355,0.13659428977816,0.845282869334481,117,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3085,1.7875,1.1065,2.2721875,1.7391875,1.1891875,1.73352083333333,17,"23Lab","D"
"181",181,23,1,"E",3.31,3.124,2.817,0.314,"2018-05-22",20,1,"F","Low","2018-01-19","ST",17,3,4,22,1,"DD","D","D",0.4355,0.13659428977816,0.845282869334481,123,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8745,2.6885,2.3815,2.8456875,2.6841875,2.3801875,2.6366875,22,"23Lab","D"
"182",182,23,1,"F",0.371,0.323,0.343,0.349,"2018-05-24",54,2,"M","High","2018-01-21","PC",37,4,5,22,1,"AD","A","D",0.4355,0.13659428977816,0.845282869334481,123,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0645,-0.1125,-0.0925,-0.0543125,-0.0908125,-0.0658125,-0.0703125,1,"23Lab","A"
"183",183,23,1,"G",2.116,1.618,1.215,0.438,"2018-05-14",10,1,"M","High","2018-02-19","SC",19.5,3,3,14,NA,"D","D","",0.4355,0.13659428977816,0.845282869334481,84,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6805,1.1825,0.7795,1.6916875,1.2186875,0.7921875,1.2341875,14,"23Lab","D"
"184",184,23,1,"H",3.682,3.587,3.288,0.453,"2018-06-04",20,1,"F","Low","2018-01-19","ST",17.5,NA,NA,35,14,"DD","D","D",0.4355,0.13659428977816,0.845282869334481,136,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2465,3.1515,2.8525,3.1281875,3.0336875,2.7671875,2.97635416666667,35,"23Lab","DD"
"185",185,24,1,"A",1.914,1.418,0.869,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5945,0.209919712543357,1.22425913763007,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3195,0.8235,0.2745,1.37375,0.80625,0.27625,0.81875,NA,"24Lab",NA
"186",186,24,1,"B",2.109,1.561,1.095,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5945,0.209919712543357,1.22425913763007,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5145,0.9665,0.5005,1.51975,0.95875,0.49175,0.990083333333333,NA,"24Lab",NA
"187",187,24,1,"C",0.437,0.404,0.383,0.491,"2018-05-16",49,2,"M","High","2018-02-27","PC",21.5,3,4,14,NA,"A","A","",0.5945,0.209919712543357,1.22425913763007,78,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1575,-0.1905,-0.2115,-0.13925,-0.18575,-0.20575,-0.176916666666667,NA,"24Lab","A"
"188",188,24,1,"D",3.251,3.124,3.015,0.465,"2018-06-06",67,2,"F","High","2018-02-23","ST",32.5,NA,NA,35,14,"DD","D","D",0.5945,0.209919712543357,1.22425913763007,103,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6565,2.5295,2.4205,2.70375,2.50425,2.37475,2.52758333333333,35,"24Lab","DD"
"189",189,24,1,"E",3.188,2.925,2.718,0.469,"2018-05-17",20,1,"F","Low","2018-01-19","ST",17,3,3,17,NA,"D","D","",0.5945,0.209919712543357,1.22425913763007,118,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5935,2.3305,2.1235,2.63225,2.40425,2.16375,2.40008333333333,17,"24Lab","D"
"190",190,24,1,"F",1.774,1.347,1.108,0.558,"2018-05-16",68,2,"F","High","2018-02-23","SC",19.5,3,4,14,NA,"D","D","",0.5945,0.209919712543357,1.22425913763007,82,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1795,0.7525,0.5135,1.20125,0.74525,0.49425,0.813583333333333,14,"24Lab","D"
"191",191,24,1,"G",2.03,1.523,1.17,0.607,"2018-05-17",32,1,"F","High","2018-01-29","SC",23,3,4,17,NA,"D","D","",0.5945,0.209919712543357,1.22425913763007,108,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4355,0.9285,0.5755,1.46625,0.95075,0.60125,1.00608333333333,17,"24Lab","D"
"192",192,24,1,"H",3.024,2.599,2.861,0.551,"2018-05-22",19,1,"F","Low","2018-01-20","SC",18.5,4,3,22,1,"DA","D","A",0.5945,0.209919712543357,1.22425913763007,122,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4295,2.0045,2.2665,2.55775,2.03525,2.23975,2.27758333333333,22,"24Lab","D"
"193",193,25,1,"A",1.625,1.062,0.597,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10875,0.0148010617379777,0.153153185213933,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51625,0.95325,0.48825,1.49275,0.97275,0.50975,0.99175,NA,"25Lab",NA
"194",194,25,1,"B",1.589,1.015,0.594,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10875,0.0148010617379777,0.153153185213933,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48025,0.90625,0.48525,1.46775,0.92725,0.49925,0.96475,NA,"25Lab",NA
"195",195,25,1,"C",1.77,1.237,0.79,0.105,"2018-05-17",35,1,"F","High","2018-02-18","ST",16.5,3,3,17,NA,"D","D","",0.10875,0.0148010617379777,0.153153185213933,88,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66125,1.12825,0.68125,1.67725,1.16825,0.70325,1.18291666666667,17,"25Lab","D"
"196",196,25,1,"D",0.435,0.291,0.196,0.095,"2018-05-14",17,1,"M","High","2018-01-29","ST",30,4.5,5,14,NA,"D","D","",0.10875,0.0148010617379777,0.153153185213933,105,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32625,0.18225,0.08725,0.31475,0.20475,0.08325,0.200916666666667,14,"25Lab","D"
"197",197,25,1,"E",1.732,1.163,0.757,0.093,"2018-06-04",8,1,"M","Low","2018-01-20","PC",23,NA,NA,35,14,"AD","A","D",0.10875,0.0148010617379777,0.153153185213933,135,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62325,1.05425,0.64825,1.68725,1.11725,0.67275,1.15908333333333,14,"25Lab","AD"
"198",198,25,1,"F",1.504,0.992,0.586,0.134,"2018-06-04",16,1,"M","High","2018-01-29","SC",23.5,NA,NA,35,14,"DA","D","A",0.10875,0.0148010617379777,0.153153185213933,126,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39525,0.88325,0.47725,1.40025,0.86775,0.49675,0.921583333333333,35,"25Lab","DA"
"199",199,25,1,"G",3.055,2.743,2.576,0.109,"2018-06-06",63,2,"F","Low","2018-03-07","ST",17,NA,NA,35,14,"DD","D","D",0.10875,0.0148010617379777,0.153153185213933,91,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94625,2.63425,2.46725,2.91225,2.65775,2.50375,2.69125,35,"25Lab","DD"
"200",200,25,1,"H",1.77,1.331,0.896,0.128,"2018-05-16",63,2,"F","Low","2018-03-07","ST",14,3,4,14,NA,"D","D","",0.10875,0.0148010617379777,0.153153185213933,70,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66125,1.22225,0.78725,1.67275,1.19575,0.80975,1.22608333333333,14,"25Lab","D"
"201",201,26,1,"A",1.616,1.068,0.628,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125125,0.0268351448663874,0.205630434599162,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.490875,0.942875,0.502875,1.4955625,0.9555625,0.5225625,0.991229166666667,NA,"26Lab",NA
"202",202,26,1,"B",1.682,1.102,0.695,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125125,0.0268351448663874,0.205630434599162,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.556875,0.976875,0.569875,1.5805625,0.9870625,0.5720625,1.0465625,NA,"26Lab",NA
"203",203,26,1,"C",2.477,2.045,1.542,0.114,"2018-06-04",26,1,"F","Low","2018-02-19","ST",17.5,NA,NA,35,14,"DD","D","D",0.125125,0.0268351448663874,0.205630434599162,105,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.351875,1.919875,1.416875,2.3975625,1.9465625,1.4435625,1.92922916666667,35,"26Lab","DD"
"204",204,26,1,"D",0.689,0.397,0.236,0.102,"2018-05-19",71,2,"F","High","2018-02-18","PC",19.5,3,4,17,NA,"A","A","",0.125125,0.0268351448663874,0.205630434599162,90,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563875,0.271875,0.110875,0.5450625,0.2575625,0.1075625,0.303395833333333,NA,"26Lab","A"
"205",205,26,1,"E",0.319,2.307,1.665,0.103,"2018-05-19",41,2,"M","Low","2018-01-19","ST",25.5,4,4,17,NA,"D","D","",0.125125,0.0268351448663874,0.205630434599162,120,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193875,2.181875,1.539875,0.1875625,2.1480625,1.5685625,1.30139583333333,17,"26Lab","D"
"206",206,26,1,"F",2.638,2.146,1.673,0.129,"2018-05-24",58,2,"F","Low","2018-02-18","SC",16,3,4,22,1,"DA","D","A",0.125125,0.0268351448663874,0.205630434599162,95,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.512875,2.020875,1.547875,2.5175625,2.0580625,1.5635625,2.04639583333333,22,"26Lab","D"
"207",207,26,1,"G",2.118,1.606,1.144,0.13,"2018-05-16",61,2,"F","Low","2018-02-18","SC",17,3,4,14,NA,"D","D","",0.125125,0.0268351448663874,0.205630434599162,87,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.992875,1.480875,1.018875,1.9875625,1.5045625,1.0400625,1.51072916666667,14,"26Lab","D"
"208",208,26,1,"H",2.415,1.796,1.241,0.186,"2018-05-19",40,2,"M","Low","2018-02-19","SC",23,4,4,17,NA,"D","D","",0.125125,0.0268351448663874,0.205630434599162,89,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.289875,1.670875,1.115875,2.3075625,1.7235625,1.1460625,1.72572916666667,17,"26Lab","D"
"209",209,27,1,"A",1.219,0.807,0.468,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10875,0.0158091293697209,0.156177388109163,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11025,0.69825,0.35925,1.121875,0.698875,0.368875,0.729875,NA,"27Lab",NA
"210",210,27,1,"B",1.073,0.866,0.525,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10875,0.0158091293697209,0.156177388109163,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96425,0.75725,0.41625,0.976375,0.769375,0.421375,0.722375,NA,"27Lab",NA
"211",211,27,1,"C",2.617,2.477,2.268,0.119,"2018-06-04",30,1,"F","High","2018-02-21","ST",18,NA,NA,35,14,"DD","D","D",0.10875,0.0158091293697209,0.156177388109163,103,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50825,2.36825,2.15925,2.558375,2.360375,2.151875,2.356875,35,"27Lab","DD"
"212",212,27,1,"D",2.058,1.846,1.355,0.114,"2018-06-04",28,1,"F","High","2018-02-19","PC",16.5,NA,NA,35,14,"AD","A","D",0.10875,0.0158091293697209,0.156177388109163,105,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94925,1.73725,1.24625,1.993375,1.716375,1.250375,1.653375,14,"27Lab","AD"
"213",213,27,1,"E",1.754,1.277,0.838,0.09,"2018-06-04",32,1,"F","High","2018-01-29","SC",26.5,NA,NA,35,14,"DA","D","A",0.10875,0.0158091293697209,0.156177388109163,126,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64525,1.16825,0.72925,1.657375,1.157875,0.736875,1.18404166666667,35,"27Lab","DA"
