Plate,Measure,Row,Col_5,Col_6,Col_7,Blank,ID,Block,Sex,Diet,DOB,Regimen,Weight,Fat_Scores_Dorsal,Fat_Scores_Pelvic,days_since_1st_trt,days_since_2nd_trt,days_since_1st_D_or_A,days_since_1st_D_inj,vax_history,blank_avg,blank_sd,cutoff_new,age_lab,Env,grid,age_wild,repro,body_length_mm,ticks_total,fleas,mites,Testes,H_poly,Pinworms,Cestode,repro_bin,Col_5_bcen,Col_6_bcen,Col_7_bcen,Col_5_avg,Col_6_avg,Col_7_avg,OD_avg,OD,Fat_Scores_Sum,boost,ishigh,ismale,isrepro,isadult,islab,isvax,isHp,nHp
6,1,D,2.12,1.722,1.238,0.056,56,2,F,Low,24/02/2018,PC,17.5,,,35,14,14,14,AD,0.063875,0.007548652,0.086520955,102,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.056125,1.658125,1.174125,2.05725,1.64875,1.18025,1.62875,1.62875,,0,0,0,0,1,1,1,0,0
18,1,D,0.055,0.057,0.054,0.071,56,2,F,Low,24/02/2018,PC,15.0,3.0,4,14,,14,,A,0.075375,0.00526274,0.091163219,81,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.020375,-0.018375,-0.021375,-0.0185,-0.016,-0.0195,-0.018,0.0,7.0,0,0,0,0,1,1,0,0,0
19,1,E,0.09,0.082,0.096,0.116,56,2,F,Low,24/02/2018,PC,15.5,3.0,4,22,1,1,1,AD,0.120375,0.011500776,0.154877329,89,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.030375,-0.038375,-0.024375,-0.0134375,-0.0209375,-0.0124375,-0.015604167,0.0,7.0,0,0,0,0,1,1,1,0,0
30,1,E,0.062,0.07,0.068,0.072,56,2,F,Low,24/02/2018,PC,15.0,3.0,4,17,,17,,A,0.090375,0.018376518,0.145504555,84,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.028375,-0.020375,-0.022375,-0.0095,-0.0005,-0.0085,-0.006166667,0.0,7.0,0,0,0,0,1,1,0,0,0
1,1,E,1.465,1.041,0.677,0.07,57,2,F,Low,24/02/2018,SC,16.5,3.0,4,14,,14,14,D,0.070375,0.003925648,0.082151945,81,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.394625,0.970625,0.606625,1.3809375,0.9644375,0.5944375,0.9799375,0.9799375,7.0,0,0,0,0,1,1,1,0,0
15,1,F,2.525,2.043,1.622,0.077,57,2,F,Low,24/02/2018,SC,16.5,3.0,4,17,,17,17,D,0.1055,0.037496667,0.21799,84,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.4195,1.9375,1.5165,2.42375,1.97725,1.55675,1.985916667,1.985916667,7.0,0,0,0,0,1,1,1,0,0
21,1,D,2.769,2.62,2.173,0.097,57,2,F,Low,24/02/2018,SC,17.0,3.0,4,22,1,22,22,DA,0.0935,0.007230886,0.115192658,89,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.6755,2.5265,2.0795,2.67475,2.55625,2.13375,2.454916667,2.454916667,7.0,0,0,0,0,1,1,1,0,0
35,1,F,2.915,2.86,2.638,0.115,57,2,F,Low,24/02/2018,SC,19.5,,,35,14,35,35,DA,0.118125,0.0155236,0.164695799,102,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.796875,2.741875,2.519875,2.8383125,2.7153125,2.5523125,2.701979167,2.701979167,,0,0,0,0,1,1,1,0,0
2,1,H,2.69,2.401,2.033,0.068,58,2,F,Low,18/02/2018,SC,17.5,,,35,14,35,35,DA,0.069,0.007309485,0.090928455,108,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.621,2.332,1.964,2.623625,2.332125,1.980125,2.311958333,2.311958333,,0,0,0,0,1,1,1,0,0
26,1,F,2.638,2.146,1.673,0.129,58,2,F,Low,18/02/2018,SC,16.0,3.0,4,22,1,22,22,DA,0.125125,0.026835145,0.205630435,95,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.512875,2.020875,1.547875,2.5175625,2.0580625,1.5635625,2.046395833,2.046395833,7.0,0,0,0,0,1,1,1,0,0
35,1,C,1.855,1.388,0.922,0.106,58,2,F,Low,18/02/2018,SC,16.5,3.0,4,17,,17,17,D,0.118125,0.0155236,0.164695799,90,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.736875,1.269875,0.803875,1.7483125,1.2958125,0.8298125,1.2913125,1.2913125,7.0,0,0,0,0,1,1,1,0,0
2,1,D,2.494,2.269,1.923,0.066,59,2,F,Low,18/02/2018,ST,16.5,3.0,3,17,,17,17,D,0.069,0.007309485,0.090928455,90,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.425,2.2,1.854,2.445125,2.177125,1.840125,2.154125,2.154125,6.0,0,0,0,0,1,1,1,0,0
16,1,E,1.972,1.389,0.93,0.075,59,2,F,Low,18/02/2018,ST,16.5,3.0,3,14,,14,14,D,0.0745,0.005042675,0.089628025,87,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.8975,1.3145,0.8555,1.877125,1.373125,0.889625,1.379958333,1.379958333,6.0,0,0,0,0,1,1,1,0,0
16,1,G,2.892,2.695,2.481,0.071,59,2,F,Low,18/02/2018,ST,17.5,2.0,3,22,1,22,22,DD,0.0745,0.005042675,0.089628025,95,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.8175,2.6205,2.4065,2.823625,2.595625,2.440625,2.619958333,2.619958333,5.0,1,0,0,0,1,1,1,0,0
32,1,E,3.016,2.85,2.785,0.105,59,2,F,Low,18/02/2018,ST,18.5,,,35,14,35,35,DD,0.11925,0.017685749,0.172307247,108,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.89675,2.73075,2.66575,2.863875,2.748875,2.666875,2.759875,2.759875,,1,0,0,0,1,1,1,0,0
19,1,G,1.554,1.047,0.648,0.112,60,2,F,Low,18/02/2018,PC,17.0,,,35,14,14,14,AD,0.120375,0.011500776,0.154877329,108,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.433625,0.926625,0.527625,1.4295625,0.9445625,0.5525625,0.9755625,0.9755625,,0,0,0,0,1,1,1,0,0
35,1,E,0.073,0.068,0.074,0.106,60,2,F,Low,18/02/2018,PC,16.5,3.0,4,14,,14,,A,0.118125,0.0155236,0.164695799,87,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.045125,-0.050125,-0.044125,-0.0261875,-0.0316875,-0.0326875,-0.0301875,0.0,7.0,0,0,0,0,1,1,0,0,0
3,1,D,2.11,1.846,0.885,0.064,61,2,F,Low,18/02/2018,SC,17.5,3.0,4,22,1,22,22,DA,0.085875,0.035686882,0.192935647,95,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.024125,1.760125,0.799125,1.9964375,1.7309375,0.7889375,1.5054375,1.5054375,7.0,0,0,0,0,1,1,1,0,0
26,1,G,2.118,1.606,1.144,0.13,61,2,F,Low,18/02/2018,SC,17.0,3.0,4,14,,14,14,D,0.125125,0.026835145,0.205630435,87,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.992875,1.480875,1.018875,1.9875625,1.5045625,1.0400625,1.510729167,1.510729167,7.0,0,0,0,0,1,1,1,0,0
29,1,D,2.566,2.145,1.708,0.092,61,2,F,Low,18/02/2018,SC,17.5,,,35,14,35,35,DA,0.110375,0.028218219,0.195029656,108,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.455625,2.034625,1.597625,2.491875,2.068375,1.629875,2.063375,2.063375,,0,0,0,0,1,1,1,0,0
7,1,F,0.055,0.056,0.056,0.072,62,2,F,Low,18/02/2018,PC,15.5,2.0,4,14,,14,,A,0.070125,0.006174545,0.088648634,87,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.015125,-0.014125,-0.014125,-0.016375,-0.015875,-0.015375,-0.015875,0.0,6.0,0,0,0,0,1,1,0,0,0
11,1,D,1.09,0.664,0.386,0.077,62,2,F,Low,18/02/2018,PC,16.0,,,35,14,14,14,AD,0.07225,0.010525479,0.103826438,108,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.01775,0.59175,0.31375,0.992,0.603,0.325,0.64,0.64,,0,0,0,0,1,1,1,0,0
18,1,H,0.068,0.068,0.068,0.085,62,2,F,Low,18/02/2018,PC,15.5,2.0,4,17,,17,,A,0.075375,0.00526274,0.091163219,90,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.007375,-0.007375,-0.007375,-0.003,-0.007,0.0025,-0.0025,0.0,6.0,0,0,0,0,1,1,0,0,0
15,1,D,1.386,0.912,0.565,0.094,63,2,F,Low,07/03/2018,ST,14.5,2.0,4,22,1,22,22,DD,0.1055,0.037496667,0.21799,78,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.2805,0.8065,0.4595,1.29825,0.82325,0.47625,0.865916667,0.865916667,6.0,1,0,0,0,1,1,1,0,0
25,1,G,3.055,2.743,2.576,0.109,63,2,F,Low,07/03/2018,ST,17.0,,,35,14,35,35,DD,0.10875,0.014801062,0.153153185,91,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.94625,2.63425,2.46725,2.91225,2.65775,2.50375,2.69125,2.69125,,1,0,0,0,1,1,1,0,0
25,1,H,1.77,1.331,0.896,0.128,63,2,F,Low,07/03/2018,ST,14.0,3.0,4,14,,14,14,D,0.10875,0.014801062,0.153153185,70,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.66125,1.22225,0.78725,1.67275,1.19575,0.80975,1.226083333,1.226083333,7.0,0,0,0,0,1,1,1,0,0
34,1,D,2.217,1.729,1.243,0.088,63,2,F,Low,07/03/2018,ST,14.0,3.0,4,17,,17,17,D,0.101375,0.013637527,0.142287581,73,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.115625,1.627625,1.141625,2.107125,1.621625,1.132625,1.620458333,1.620458333,7.0,0,0,0,0,1,1,1,0,0
7,1,H,2.899,2.709,2.348,0.071,64,2,F,High,07/03/2018,SC,20.0,,,35,14,35,35,DA,0.070125,0.006174545,0.088648634,91,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.828875,2.638875,2.277875,2.809625,2.638125,2.282125,2.576625,2.576625,,0,1,0,0,1,1,1,0,0
30,1,G,2.539,2.033,1.633,0.071,64,2,F,High,07/03/2018,SC,19.0,3.0,4,22,1,22,22,DA,0.090375,0.018376518,0.145504555,78,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.448625,1.942625,1.542625,2.4675,1.9565,1.563,1.995666667,1.995666667,7.0,0,1,0,0,1,1,1,0,0
8,1,F,1.748,1.314,0.881,0.064,65,2,F,High,23/02/2018,ST,20.0,3.0,4,17,,17,17,D,0.06375,0.005650537,0.080701612,85,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.68425,1.25025,0.81725,1.67625,1.25425,0.79775,1.24275,1.24275,7.0,0,1,0,0,1,1,1,0,0
13,1,C,1.245,0.826,0.493,0.09,65,2,F,High,23/02/2018,ST,20.0,3.0,4,14,,14,14,D,0.0785,0.005154748,0.093964244,82,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.1665,0.7475,0.4145,1.1799375,0.7599375,0.4214375,0.787104167,0.787104167,7.0,0,1,0,0,1,1,1,0,0
17,1,C,0.049,0.057,0.053,0.077,66,2,F,High,23/02/2018,PC,23.0,4.0,4,17,,17,,A,0.071125,0.00653425,0.090727751,85,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.022125,-0.014125,-0.018125,-0.0206875,-0.0166875,-0.0176875,-0.018354167,0.0,8.0,0,1,0,0,1,1,0,0,0
17,1,D,0.074,0.073,0.055,0.065,66,2,F,High,23/02/2018,PC,22.5,3.0,4,22,1,1,1,AD,0.071125,0.00653425,0.090727751,90,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.002875,0.001875,-0.016125,0.0023125,0.0003125,-0.0161875,-0.004520833,0.0,7.0,0,1,0,0,1,1,1,0,0
23,1,C,2.086,1.694,1.164,0.415,66,2,F,High,23/02/2018,PC,22.5,,,35,14,14,14,AD,0.4355,0.13659429,0.845282869,103,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.6505,1.2585,0.7285,1.6591875,1.2251875,0.7356875,1.2066875,1.2066875,,0,1,0,0,1,1,1,0,0
28,1,E,0.062,0.068,0.069,0.099,66,2,F,High,23/02/2018,PC,23.0,4.0,4,14,,14,,A,0.11625,0.01454795,0.159893851,82,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.05425,-0.04825,-0.04725,-0.0265,-0.022,-0.0295,-0.026,0.0,8.0,0,1,0,0,1,1,0,0,0
20,1,D,1.426,0.996,0.65,0.094,67,2,F,High,23/02/2018,ST,26.0,4.0,5,17,,17,17,D,0.12075,0.053742109,0.281976327,85,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.30525,0.87525,0.52925,1.3173125,0.8763125,0.5128125,0.902145833,0.902145833,9.0,0,1,0,0,1,1,1,0,0
22,1,G,2.488,1.994,1.598,0.681,67,2,F,High,23/02/2018,ST,29.5,4.0,5,22,1,22,22,DD,0.659375,0.040305751,0.780292253,90,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.828625,1.334625,0.938625,1.8546875,1.3521875,0.9441875,1.3836875,1.3836875,9.0,1,1,0,0,1,1,1,0,0
24,1,D,3.251,3.124,3.015,0.465,67,2,F,High,23/02/2018,ST,32.5,,,35,14,35,35,DD,0.5945,0.209919713,1.224259138,103,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.6565,2.5295,2.4205,2.70375,2.50425,2.37475,2.527583333,2.527583333,,1,1,0,0,1,1,1,0,0
29,1,H,1.31,0.946,0.59,0.145,67,2,F,High,23/02/2018,ST,26.0,4.0,5,14,,14,14,D,0.110375,0.028218219,0.195029656,82,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.199625,0.835625,0.479625,1.248375,0.846375,0.509375,0.868041667,0.868041667,9.0,0,1,0,0,1,1,1,0,0
12,1,D,1.81,1.236,0.738,0.058,68,2,F,High,23/02/2018,SC,21.0,3.0,4,17,,17,17,D,0.067875,0.016383245,0.117024735,85,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.742125,1.168125,0.670125,1.758,1.1355,0.6755,1.189666667,1.189666667,7.0,0,1,0,0,1,1,1,0,0
17,1,H,2.936,2.78,2.327,0.07,68,2,F,High,23/02/2018,SC,24.0,,,35,14,35,35,DA,0.071125,0.00653425,0.090727751,103,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.864875,2.708875,2.255875,2.8688125,2.7218125,2.2733125,2.6213125,2.6213125,,0,1,0,0,1,1,1,0,0
19,1,F,2.678,2.131,1.537,0.127,68,2,F,High,23/02/2018,SC,22.0,3.0,4,22,1,22,22,DA,0.120375,0.011500776,0.154877329,90,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.557625,2.010625,1.416625,2.4355625,2.0540625,1.4440625,1.977895833,1.977895833,7.0,0,1,0,0,1,1,1,0,0
24,1,F,1.774,1.347,1.108,0.558,68,2,F,High,23/02/2018,SC,19.5,3.0,4,14,,14,14,D,0.5945,0.209919713,1.224259138,82,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.1795,0.7525,0.5135,1.20125,0.74525,0.49425,0.813583333,0.0,7.0,0,1,0,0,1,1,1,0,0
1,1,H,0.079,0.07,0.066,0.071,69,2,F,High,18/02/2018,PC,23.5,3.0,4,22,1,1,1,AD,0.070375,0.003925648,0.082151945,95,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.008625,-0.000375,-0.004375,0.0124375,0.0029375,-0.0010625,0.004770833,0.0,7.0,0,1,0,0,1,1,1,0,0
4,1,E,0.056,0.054,0.051,0.065,69,2,F,High,18/02/2018,PC,23.5,3.0,4,14,,14,,A,0.0685,0.01011364,0.09884092,87,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.0125,-0.0145,-0.0175,-0.0126875,-0.0151875,-0.0161875,-0.0146875,0.0,7.0,0,1,0,0,1,1,0,0,0
15,1,H,2.107,1.313,1.189,0.085,69,2,F,High,18/02/2018,PC,24.0,,,35,14,14,14,AD,0.1055,0.037496667,0.21799,108,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.0015,1.2075,1.0835,2.02125,1.20675,1.10725,1.445083333,1.445083333,,0,1,0,0,1,1,1,0,0
12,1,H,2.208,1.681,1.153,0.064,70,2,F,High,18/02/2018,ST,19.0,3.0,4,22,1,22,22,DD,0.067875,0.016383245,0.117024735,95,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.140125,1.613125,1.085125,2.172,1.5985,1.086,1.618833333,1.618833333,7.0,1,1,0,0,1,1,1,0,0
21,1,C,0.752,0.458,0.288,0.09,70,2,F,High,18/02/2018,ST,18.5,3.0,4,14,,14,14,D,0.0935,0.007230886,0.115192658,87,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.6585,0.3645,0.1945,0.66975,0.36475,0.20375,0.41275,0.41275,7.0,0,1,0,0,1,1,1,0,0
34,1,E,2.888,2.574,2.263,0.087,70,2,F,High,18/02/2018,ST,19.0,,,35,14,35,35,DD,0.101375,0.013637527,0.142287581,108,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.786625,2.472625,2.161625,2.802125,2.511625,2.186125,2.499958333,2.499958333,,1,1,0,0,1,1,1,0,0
1,1,G,1.657,1.143,0.72,0.073,71,2,F,High,18/02/2018,PC,21.5,,,35,14,14,14,AD,0.070375,0.003925648,0.082151945,108,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.586625,1.072625,0.649625,1.5544375,1.0674375,0.6489375,1.090270833,1.090270833,,0,1,0,0,1,1,1,0,0
26,1,D,0.689,0.397,0.236,0.102,71,2,F,High,18/02/2018,PC,19.5,3.0,4,17,,17,,A,0.125125,0.026835145,0.205630435,90,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.563875,0.271875,0.110875,0.5450625,0.2575625,0.1075625,0.303395833,0.303395833,7.0,0,1,0,0,1,1,0,0,0
29,1,G,0.064,0.076,0.077,0.102,71,2,F,High,18/02/2018,PC,19.5,3.0,4,14,,14,,A,0.110375,0.028218219,0.195029656,87,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.046375,-0.034375,-0.033375,-0.037625,-0.024625,-0.023125,-0.028458333,0.0,7.0,0,1,0,0,1,1,0,0,0
31,1,D,0.08,0.077,0.08,0.08,71,2,F,High,18/02/2018,PC,19.5,3.0,4,22,1,1,1,AD,0.09675,0.026537036,0.176361108,95,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.01675,-0.01975,-0.01675,-0.02,-0.017,-0.0145,-0.017166667,0.0,7.0,0,1,0,0,1,1,1,0,0
3,1,F,1.064,0.662,0.378,0.077,72,2,F,High,18/02/2018,SC,25.5,4.0,5,14,,14,14,D,0.085875,0.035686882,0.192935647,87,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.978125,0.576125,0.292125,0.9709375,0.5724375,0.2934375,0.612270833,0.612270833,9.0,0,1,0,0,1,1,1,0,0
18,1,E,2.675,2.456,1.922,0.079,72,2,F,High,18/02/2018,SC,30.5,,,35,14,35,35,DA,0.075375,0.00526274,0.091163219,108,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.599625,2.380625,1.846625,2.6065,2.3135,1.8575,2.259166667,2.259166667,,0,1,0,0,1,1,1,0,0
31,1,E,1.873,1.466,1.079,0.073,72,2,F,High,18/02/2018,SC,28.0,4.0,5,22,1,22,22,DA,0.09675,0.026537036,0.176361108,95,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.77625,1.36925,0.98225,1.804,1.406,0.9905,1.400166667,1.400166667,9.0,0,1,0,0,1,1,1,0,0
3,1,E,1.148,0.7,0.384,0.064,835315094,,F,Low,,DD,14.5,2.0,2,16,,16,16,D,0.059625,0.004090767,0.071897301,,Wild,3,A,P,70,0,0,0,0.0,0,0,0,Reproductive,1.088375,0.640375,0.324375,1.107,0.626,0.3285,0.687166667,0.687166667,4.0,0,0,0,1,1,0,1,0,0
5,1,C,1.074,0.65,0.38,0.051,835315094,,F,Low,,DD,15.0,3.0,3,14,,14,14,D,0.058285714,0.008344618,0.083319569,,Wild,3,A,P,79,1,0,1,0.0,0,0,0,Reproductive,1.015714286,0.591714286,0.321714286,1.059785715,0.615785715,0.338785715,0.671452381,0.671452381,6.0,0,0,0,1,1,0,1,0,0
16,1,G,2.261,1.688,1.045,0.064,835315094,,F,Low,,DD,17.5,3.0,2,37,16,37,37,DD,0.0655,0.005809475,0.082928425,,Wild,3,A,G,80,3,0,1,0.0,2,0,0,Reproductive,2.1955,1.6225,0.9795,2.1336875,1.5876875,1.0011875,1.5741875,1.5741875,5.0,1,0,0,1,1,0,1,0,0
8,1,G,0.075,0.065,0.055,0.057,835318081,,M,High,,D,15.5,3.0,4,6,,6,6,D,0.060375,0.005475799,0.076802397,,Wild,1,SA,A,80,0,0,0,0.0,0,0,0,Non-Reproductive,0.014625,0.004625,-0.005375,0.0181875,0.0066875,-0.0003125,0.0081875,0.0,7.0,0,1,1,0,0,0,1,0,0
4,1,F,0.083,0.06,0.061,0.064,835319552,,M,Low,,AD,21.0,2.0,2,27,7,7,7,AD,0.066571429,0.014646864,0.110512019,,Wild,3,A,D,94,2,0,3,0.0,0,0,0,Non-Reproductive,0.016428571,-0.006571429,-0.005571429,0.011285714,-0.006714286,-0.005714286,-0.000380953,0.0,4.0,0,0,1,0,1,0,1,0,0
8,1,E,0.051,0.051,0.05,0.06,835319552,,M,Low,,AD,18.5,3.0,3,13,,13,,A,0.060375,0.005475799,0.076802397,,Wild,3,A,S,86,0,1,1,0.0,0,0,0,Reproductive,-0.009375,-0.009375,-0.010375,-0.0088125,-0.0078125,-0.0093125,-0.008645833,0.0,6.0,0,0,1,1,1,0,0,0,0
13,1,E,0.056,0.052,0.068,0.056,835319552,,M,Low,,AD,19.5,2.0,2,20,0,20,,A,0.0595,0.004213075,0.072139225,,Wild,3,A,D,83,0,0,1,0.0,0,0,0,Non-Reproductive,-0.0035,-0.0075,0.0085,-0.00075,-0.00475,0.01075,0.00175,0.0,4.0,0,0,1,0,1,0,0,0,0
4,1,E,0.051,0.05,0.052,0.063,835338025,,F,High,,D,26.0,2.0,2,6,,6,6,D,0.066571429,0.014646864,0.110512019,,Wild,2,A,G,90,5,1,3,0.0,0,0,0,Reproductive,-0.015571429,-0.016571429,-0.014571429,-0.016214286,-0.017714286,-0.016714286,-0.016880953,0.0,4.0,0,1,0,1,1,0,1,0,0
14,1,G,1.289,0.853,0.489,0.066,835338025,,F,High,,D,22.5,2.0,3,14,,14,14,D,0.063375,0.004922842,0.078143527,,Wild,2,A,P,87,0,0,6,0.0,0,0,0,Reproductive,1.225625,0.789625,0.425625,1.24775,0.78475,0.43075,0.821083333,0.821083333,5.0,0,1,0,1,1,0,1,0,0
1,1,E,2.026,1.489,0.929,0.066,835338101,,F,High,,DD,25.0,2.0,3,63,44,63,63,DD,0.070625,0.014585417,0.11438125,,Wild,2,A,G/L,90,0,0,1,0.0,0,0,0,Reproductive,1.955375,1.418375,0.858375,1.990116072,1.411616072,0.847116072,1.416282738,1.416282738,5.0,1,1,0,1,1,0,1,0,0
7,1,F,1.933,1.179,0.868,0.053,835338101,,F,High,,DD,27.0,2.0,2,54,35,54,54,DD,0.055125,0.003407253,0.06534676,,Wild,2,A,L,90,0,0,0,0.0,0,0,0,Reproductive,1.877875,1.123875,0.812875,1.8888125,1.1203125,0.8063125,1.2718125,1.2718125,4.0,1,1,0,1,1,0,1,0,0
16,1,D,1.822,1.271,0.734,0.06,835338101,,F,High,,DD,24.0,2.0,2,19,0,19,19,D,0.0655,0.005809475,0.082928425,,Wild,2,A,P,85,0,0,0,0.0,0,0,0,Reproductive,1.7565,1.2055,0.6685,1.7316875,1.1786875,0.6561875,1.188854167,1.188854167,4.0,0,1,0,1,1,0,1,0,0
18,1,F,1.096,0.665,0.372,0.06,835338101,,F,High,,DD,21.0,2.0,3,13,,13,13,D,0.0615,0.006751543,0.081754629,,Wild,2,A,P,81,0,0,4,0.0,0,0,0,Reproductive,1.0345,0.6035,0.3105,1.046583334,0.605583334,0.315083334,0.65575,0.65575,5.0,0,1,0,1,1,0,1,0,0
18,1,H,2.757,2.404,1.744,0.311,835338101,,F,High,,DD,26.0,2.0,2,33,14,33,33,DD,0.0615,0.006751543,0.081754629,,Wild,2,A,G,88,0,0,0,0.0,0,0,0,Reproductive,2.6955,2.3425,1.6825,2.654083334,2.343083334,1.696583334,2.23125,2.23125,4.0,1,1,0,1,1,0,1,0,0
2,1,G,0.052,0.049,0.05,0.071,835339783,,F,High,,AD,21.0,2.0,3,6,,6,,A,0.060875,0.005710462,0.078006386,,Wild,1,A,P,96,0,0,0,0.0,0,0,0,Reproductive,-0.008875,-0.011875,-0.010875,-0.0094375,-0.0089375,-0.0084375,-0.0089375,0.0,5.0,0,1,0,1,1,0,0,1,22
8,1,C,0.06,0.056,0.053,0.056,835339783,,F,Low,,AD,22.0,3.0,3,48,0,48,,A,0.060375,0.005475799,0.076802397,,Wild,4,A,P,92,1,0,1,0.0,0,0,0,Reproductive,-0.000375,-0.004375,-0.007375,-0.0008125,-0.0038125,-0.0068125,-0.0038125,0.0,6.0,0,0,0,1,1,0,0,1,22
9,1,F,0.053,0.051,0.048,0.059,835339783,,F,High,,AD,22.0,3.0,3,29,,29,,A,0.06525,0.011188722,0.098816166,,Wild,1,A,P,85,0,0,1,0.0,0,0,0,Reproductive,-0.01225,-0.01425,-0.01725,-0.0085,-0.0145,-0.018,-0.013666667,0.0,6.0,0,1,0,1,1,0,0,1,22
10,1,F,0.06,0.061,0.054,0.064,835339783,,F,Low,,AD,25.0,3.0,3,50,2,2,2,AD,0.065125,0.005254462,0.080888387,,Wild,4,A,P,93,0,0,0,0.0,0,0,0,Reproductive,-0.005125,-0.004125,-0.011125,0.000125,-0.006875,-0.012375,-0.006375,0.0,6.0,0,0,0,1,1,0,1,1,22
12,1,G,0.047,0.048,0.047,0.057,835339783,,F,High,,AD,25.0,2.0,2,22,,22,,A,0.05775,0.005117372,0.073102117,,Wild,1,A,G,90,2,0,0,0.0,0,0,0,Reproductive,-0.01075,-0.00975,-0.01075,-0.0085625,-0.0095625,-0.0065625,-0.008229167,0.0,4.0,0,1,0,1,1,0,0,1,22
19,1,E,1.575,0.979,0.571,0.054,835339783,,F,Low,,AD,17.5,2.0,2,63,15,15,15,AD,0.06325,0.006057021,0.081421062,,Wild,4,A,NP,92,8,0,0,0.0,22,0,0,Non-Reproductive,1.51175,0.91575,0.50775,1.5593125,0.9393125,0.5078125,1.002145833,1.002145833,4.0,0,0,0,0,1,0,1,1,22
1,1,D,0.403,0.246,0.143,0.067,835339845,,M,High,,DA,23.5,2.0,2,33,13,33,33,DA,0.070625,0.014585417,0.11438125,,Wild,1,A,S,93,0,1,1,0.802,30,120,0,Reproductive,0.332375,0.175375,0.072375,0.339116072,0.172616072,0.078116072,0.196616072,0.196616072,4.0,0,1,1,1,1,0,1,1,30
